lat,lon,sats,x,y,haccuracy,vaccuracy,height
42.25502411593448,-85.63768671133566,15,-0.016033887653518323,0.12994196400968913,99,238,252.01839792169022
42.25502409372782,-85.63768670383587,15,-0.021650318136163044,0.13587672721428862,100,241,251.99843663778486
42.255024012811305,-85.63768674445296,15,-0.021593867738129262,0.1368887849834235,101,243,252.00184186642164
42.25502407170214,-85.63768659662067,15,-0.02097496766006353,0.1344689418811389,90,219,252.015881636519
42.25502402504143,-85.63768669940998,15,-0.024326787068719165,0.12541847572127135,91,222,251.99729977369017
42.25502401028099,-85.6376867326924,15,-0.012127313727251796,0.13194252274737275,79,195,251.99201367886153
42.255024048038635,-85.63768671678461,15,-0.020609732172471244,0.1267726066412802,81,198,251.99597838651295
42.25502403546895,-85.63768661670983,15,-0.023356276668145545,0.12518178326944984,82,201,252.01057984294133
42.25502406689477,-85.63768683147335,15,-0.02204352832556638,0.12936138216683388,84,204,252.00621226221824
42.255024096532495,-85.63768659811846,15,-0.013785119068949497,0.12794125753372693,85,207,251.99907260260585
42.25502416425187,-85.63768672891112,15,-0.03150791551362203,0.13148019861740823,86,210,252.0134655216788
42.25502406603294,-85.63768669690442,15,-0.01225091470607171,0.13468005205825961,88,213,251.98582629250072
42.25502411327045,-85.63768672607948,15,-0.023044237007833177,0.14227409196130786,89,216,252.00726240934702
42.25502409226611,-85.6376867174899,15,-0.020402968140757323,0.13135343538108435,90,219,252.00418037674032
42.255024069452695,-85.63768671407229,15,-0.02281056285646462,0.13665112885797956,91,222,252.01927829783122
42.2550241901446,-85.63768666190012,15,-0.02210172989615577,0.13436241752010242,93,225,252.03259248508408
42.25502409508964,-85.63768667222006,15,-0.02181970071550353,0.1317382778819957,94,227,252.0056673478097
42.25502415303052,-85.63768683717151,15,-0.01751432927654327,0.14509088044795315,95,230,251.989479084203
42.25502416443325,-85.63768673628674,15,-0.018365954867882544,0.13463010776999026,96,233,252.0188416016314
42.25502415510472,-85.63768676610543,15,-0.03197814279332152,0.1410404032673792,98,235,252.0110933881346
42.25502422074396,-85.63768661240032,15,-0.02365289060865454,0.1423350175342154,99,238,252.01946452238244
42.255024236771014,-85.63768662112224,15,-0.026113600064325275,0.14126258763275207,100,241,252.00863246224253
42.25502408496471,-85.63768671538156,15,-0.013429487900444317,0.14853198811148616,101,243,252.0020676849965
42.25502414233954,-85.63768660214708,15,-0.014149241579230604,0.15034093743089655,102,246,252.0106355505002
42.25502403913939,-85.6376866290583,15,-0.021927745650943086,0.13342668204734706,91,222,251.9952832241598
42.25502407268955,-85.63768668830794,15,-0.012583366868281562,0.13979647335843876,93,225,251.9942293844281
42.25502412249467,-85.63768670716286,15,-0.01480414374871821,0.12826555856712213,81,198,251.97411039994077
42.255024103191786,-85.63768672526507,15,-0.019693564994087066,0.13203526897163126,82,201,251.98694539474965
42.25502407500902,-85.63768656412444,15,-0.02124951847472211,0.13756688417821045,84,204,251.98669490984872
42.25502413260781,-85.63768657397604,15,-0.022743355363674535,0.1354061300989871,85,207,251.98174176487237
42.255024077709855,-85.6376867049022,15,-0.009445646895998989,0.13234611438196053,86,210,252.0028631040256
42.255024149063104,-85.6376866214587,15,-0.010258624664147207,0.13875869429927068,88,213,252.00716909858224
42.25502406387601,-85.63768666455499,15,-0.021062963333093404,0.13261264516965132,89,216,251.99284368526702
42.25502405362997,-85.63768664192695,15,-0.014177006348135969,0.14051274503807662,90,219,251.98507438386724
42.255024107473815,-85.63768664677019,15,-0.017733415599606304,0.13104465250418254,78,191,251.9834772739681
42.255024067909645,-85.63768673830918,15,-0.015866095614752655,0.12997544701892472,79,195,252.00410796670965
42.25502412174155,-85.63768666928968,15,-0.01626577181461824,0.13586234844474537,81,198,251.97592528656568
42.25502408001744,-85.63768665299821,15,-0.023819786962505522,0.13155201925990778,82,201,252.00122251097233
42.255024083574085,-85.63768660243024,15,-0.01812413344907002,0.1375004929357826,84,204,251.99186161423174
42.255024103470994,-85.63768667879899,15,-0.016779723139462133,0.13290005584635867,85,207,252.0021438870913
42.25502413164192,-85.63768664544037,15,-0.012606732697345371,0.1332982735991728,86,210,252.00308293988246
42.25502394676147,-85.63768658612516,15,-0.018908863312710467,0.13539809226696214,88,213,251.97005598024757
42.25502398338266,-85.63768676074042,15,-0.01615603118519387,0.13853364720042227,89,216,251.9719328646346
42.255024117689935,-85.63768667346248,15,-0.011261199103306332,0.11808982331534626,76,188,251.9997825968196
42.255024093860264,-85.63768668825539,15,-0.025670866694677188,0.12217022418386633,78,191,252.00350658602164
42.25502408156504,-85.63768662791996,15,-0.018468482638693426,0.13699182287730965,79,195,251.97432360272478
42.25502405100364,-85.63768652112883,15,-0.019689228144212957,0.13445697476299806,81,198,252.00789783458595
42.25502409489336,-85.63768668671548,15,-0.014710205829780115,0.13300797903906136,82,201,251.9829962700822
42.25502404066723,-85.6376866962647,15,-0.0058975472781158675,0.1296375045302426,84,204,251.99028200611366
42.255024058108084,-85.6376867569565,15,-0.019562152023030265,0.13449126004544754,85,207,251.98381765146357
42.25502411211221,-85.63768669288962,15,-0.020350175558206902,0.1285468764330469,86,210,252.00750628921963
42.25502400055021,-85.63768657246479,15,-0.025358607629997754,0.13046488001055098,88,213,252.00171266978748
42.25502397115951,-85.63768668772367,15,-0.02007165604010138,0.1364559365127864,89,216,251.99936945925145
42.255024083596766,-85.63768670573157,15,-0.010133912979415467,0.12406637343632874,76,188,252.0002575260257
42.25502405946745,-85.63768662767211,15,-0.019645350033212106,0.120879767257988,78,191,252.02364998204158
42.255023936624475,-85.63768664441778,15,-0.021131405206289332,0.13321562656880995,79,195,251.97759790209344
42.255024061502695,-85.63768674261142,15,-0.014689752262063527,0.1304813255672572,81,198,251.96144843748078
42.25502402172103,-85.63768656176542,15,-0.016071645045699186,0.11691803223837535,82,201,251.98609133381592
