lat,lon,sats,x,y
42.25502768953613,-85.63768700853663,15,0.014717707407076008,-0.023148186687652783
42.25502768254832,-85.63768701325077,15,0.014328685129422623,-0.023922865148489153
42.2550276835151,-85.63768701522173,15,0.014166036473888317,-0.023812958569344574
42.25502768538922,-85.63768701336936,15,0.0143188983191668,-0.02360190064133351
42.25502768483968,-85.63768702079248,15,0.01370632468998894,-0.023659710720447834
42.25502769605204,-85.6376870222127,15,0.013589124756002512,-0.02241391349818228
42.255027698664236,-85.63768701748833,15,0.013978991099024382,-0.02212270491516711
42.255027701245496,-85.63768701378483,15,0.014284612783559487,-0.021837527163435386
42.25502768432734,-85.63768701837918,15,0.013905476129633741,-0.023716448854016137
42.25502766518847,-85.63768702549719,15,0.01331808143637546,-0.025840209360071704
42.25502766032451,-85.63768701802528,15,0.013934681411666709,-0.026381226905760405
42.25502766407576,-85.63768702086445,15,0.013700386610282125,-0.025960863184405013
42.25502766505991,-85.63768702693183,15,0.013199691062789117,-0.025848666512379458
42.25502767284807,-85.63768702540868,15,0.013325385396803864,-0.02498425617361799
42.25502767699287,-85.63768702794495,15,0.01311608585236903,-0.024523376658408903
42.255027682565625,-85.63768702355492,15,0.013478362641000271,-0.02390085093801443
42.25502768054913,-85.63768702635424,15,0.013247355016716008,-0.024120082909511988
42.25502767536357,-85.63768703202156,15,0.012779674691400095,-0.024694863624060277
42.25502766600511,-85.63768703300305,15,0.012698680486016056,-0.02573433197116165
42.255027661360835,-85.63768703597714,15,0.012453250844282327,-0.026250521499533302
42.25502766652373,-85.63768703757637,15,0.012321278262812457,-0.025674204246602696
42.2550276715415,-85.6376870309509,15,0.012868028372075397,-0.025117718537779866
42.25502767290375,-85.63768703398625,15,0.012617543575876846,-0.02496491061789424
42.255027681023556,-85.63768703147944,15,0.012824411587424953,-0.024060404805570496
42.25502767553866,-85.63768702793368,15,0.01311701607952842,-0.02466801011821544
42.255027679833766,-85.63768702945414,15,0.012991544291461394,-0.024194733248086752
42.255027671319596,-85.63768703153251,15,0.012820032615191759,-0.025144194916738038
42.25502766789884,-85.63768702334804,15,0.013495434564610255,-0.025524905987540158
42.25502766292284,-85.63768703229877,15,0.012756799091263057,-0.026079197154709757
42.25502765585442,-85.63768703717444,15,0.012354446760848682,-0.02686360755936556
42.25502765586521,-85.6376870285034,15,0.013070001975453015,-0.026863724559225973
42.255027655800184,-85.63768703110905,15,0.012854977494760134,-0.02687229586031073
42.25502765111504,-85.6376870351467,15,0.012521780956543391,-0.027391980655228427
42.255027652814,-85.63768703246704,15,0.012742912456486916,-0.02720092869584694
42.25502764279974,-85.63768702428678,15,0.013417967000945899,-0.028313164272889088
42.25502764881164,-85.63768702282503,15,0.013538593603513246,-0.02764487550459744
42.25502764366059,-85.63768702487762,15,0.013369210048386086,-0.028220985659488936
42.255027641278666,-85.63768701873823,15,0.013875846740855225,-0.028487548661820326
42.25502764454196,-85.6376870197072,15,0.013795884646118011,-0.028126051177871394
42.25502764182377,-85.6376870214601,15,0.01365123179000392,-0.028431711396620606
42.25502763481721,-85.63768702934547,15,0.013000512324302362,-0.029211056960775215
42.255027631960765,-85.63768703098532,15,0.012865187431649333,-0.029529278968416617
42.25502763594908,-85.63768702570223,15,0.013301160760536864,-0.029087866732953913
42.255027631668256,-85.63768703258954,15,0.012732803299539847,-0.02956146411325216
42.2550276361003,-85.6376870306823,15,0.012890193176164334,-0.02907207554668527
42.25502763465772,-85.6376870216443,15,0.013636030757130092,-0.029239596425430746
42.255027634268025,-85.63768702345766,15,0.01348638787412026,-0.02928465539515801
42.25502762816687,-85.63768702775724,15,0.013131576658308743,-0.029963826503154233
42.25502762975055,-85.63768702760925,15,0.013143789796528006,-0.029787714739718314
42.2550276304622,-85.63768702608506,15,0.013269569242805498,-0.029707908724321302
42.25502763235128,-85.63768701981755,15,0.013786779241650865,-0.029498974081714646
42.25502762446108,-85.63768701992102,15,0.013778240679187367,-0.030375743155985513
42.25502762350814,-85.6376870180668,15,0.01393125463297178,-0.030482445687285295
42.255027617323165,-85.63768702124919,15,0.013668636539963787,-0.03116653413377468
42.25502761786143,-85.63768701000437,15,0.014596585239472723,-0.03111024764012258
42.255027613694516,-85.63768700938004,15,0.01464810647755621,-0.03157541612992058
42.25502762520871,-85.63768701112991,15,0.014503703415586327,-0.03029543836801748
42.2550276288583,-85.63768700666844,15,0.014871874196255767,-0.02989106173406785
42.25502761892861,-85.63768700749841,15,0.014803382873619113,-0.030993054025091303
42.25502762039261,-85.63768700110022,15,0.015331377167213781,-0.030827543431062268
42.25502761899665,-85.63768700403344,15,0.015089320697055767,-0.03098241236349287
42.255027620099675,-85.63768700171092,15,0.01528098142114277,-0.03086006626604037
42.25502762266882,-85.63768700371281,15,0.015115779503617808,-0.03057406688155915
42.25502762416974,-85.63768700292478,15,0.015180810443452224,-0.03040783093900372
42.25502762559748,-85.63768699926072,15,0.015483176492733963,-0.030252340739827355
42.255027621137614,-85.63768699432921,15,0.01589013676276465,-0.03074947094635115
42.2550276220538,-85.63768699738972,15,0.015637576282780632,-0.03064876764356514
42.255027617826364,-85.63768699519873,15,0.015818381456816674,-0.031115920859644514
42.255027607035416,-85.63768699464796,15,0.015863832293756822,-0.03231787755046593
42.25502760839457,-85.63768699127161,15,0.016142457693594715,-0.032171733156770604
42.2550276092983,-85.63768698603232,15,0.016574816302755032,-0.03207215380754161
42.25502761085137,-85.63768698534513,15,0.01663152493344374,-0.03189944543319282
42.25502760868648,-85.63768698972252,15,0.016270291700863557,-0.03214131950621256
42.25502760605633,-85.6376869822104,15,0.016890210255115348,-0.032435870983493265
42.255027604131236,-85.63768698326433,15,0.016803237113606557,-0.032649101020647685
42.25502760311878,-85.63768698778445,15,0.0164302264784481,-0.03276336534623315
42.25502760907798,-85.63768698692853,15,0.0165008583937333,-0.03210493756454705
42.25502760727352,-85.63768698342909,15,0.016789640276679108,-0.03230814586397547
42.25502760692035,-85.63768698444677,15,0.016705659284359402,-0.03234804774194648
42.25502760946079,-85.63768698042422,15,0.01703760963400866,-0.0320620042025485
42.25502760376392,-85.6376869770219,15,0.017318377848540706,-0.032697070271053987
42.255027601590456,-85.6376869712225,15,0.017796957980700703,-0.032938352451064135
42.25502759989029,-85.63768697238004,15,0.017701434707681794,-0.033128427394220325
42.25502760341072,-85.63768697025962,15,0.01787641722170205,-0.03274047959469617
42.255027589759734,-85.63768696859628,15,0.018013678958073043,-0.03425947427787315
42.25502759192814,-85.6376869738078,15,0.01758361222628629,-0.034018281256295566
42.25502759030341,-85.63768696984866,15,0.017910330048806506,-0.03420129769054825
42.25502758555708,-85.63768697130178,15,0.01779041620224613,-0.034731602638085855
42.255027581741395,-85.63768697429279,15,0.01754359020347849,-0.03515944478047234
42.25502757952697,-85.63768697414079,15,0.017556132995011492,-0.035405325820648585
42.25502757834841,-85.63768697311507,15,0.01764077857131351,-0.03553538789003012
42.2550275804167,-85.6376869729644,15,0.017653212174414182,-0.035307864921381264
42.25502757930824,-85.63768697324414,15,0.0176301266281678,-0.03543467775605752
42.2550275778646,-85.63768697407387,15,0.01756165532321624,-0.03559597673120059
42.255027576343615,-85.63768697199986,15,0.01773280893519338,-0.03576737571928351
42.25502758875249,-85.6376869709149,15,0.017822341581852905,-0.034394272657131034
42.25502758152724,-85.63768697539979,15,0.017452238057962328,-0.03519717818970485
42.255027584255586,-85.6376869796329,15,0.017102911340161106,-0.03489514457616131
42.255027578936264,-85.63768698902858,15,0.016327557808231714,-0.03548622770942071
42.25502758022048,-85.63768698904467,15,0.016326229663770363,-0.035346100234996666
42.255027581964086,-85.63768699149297,15,0.016124189943777588,-0.03515405473153778
42.25502758058154,-85.63768699217067,15,0.016068264548755165,-0.03531129043242804
42.2550275761379,-85.63768699160386,15,0.016115039307095853,-0.03580681497472689
42.25502757972428,-85.63768699473479,15,0.015856666936633998,-0.03540619746847445
42.255027582052186,-85.63768700210709,15,0.015248288455579025,-0.03514902087757748
42.25502757843879,-85.6376869976102,15,0.01561938215596554,-0.03555079019023833
42.25502758217465,-85.63768698791712,15,0.016419278406317312,-0.035136514110860856
42.25502758175662,-85.63768699790057,15,0.015595419961311016,-0.03518051949332137
42.2550275841725,-85.63768699768615,15,0.01561311442274153,-0.03491029339960023
42.25502758150516,-85.6376870049744,15,0.01501167133596333,-0.03520149266333994
42.255027580561325,-85.63768700552531,15,0.014966209002715593,-0.0353085381337953
42.25502756406091,-85.63768701046085,15,0.014558915921160565,-0.03714181387318715
