lat,lon,sats,x,y,haccuracy,vaccuracy,height
42.25502361396864,-85.63768630515378,15,0.008272938413101377,0.07974296653650711,35,63,251.98132108661255
42.25502361953857,-85.63768630532721,15,0.008935886897260553,0.08033937951200418,35,63,251.98116308819527
42.25502362258033,-85.63768630170509,15,0.009214883995946587,0.08054959629051267,35,63,251.98160100401125
42.25502362081086,-85.63768629313529,15,0.009804114931506194,0.08095573574471035,35,63,251.9810345299591
42.25502362434232,-85.6376862823109,15,0.009350122686021041,0.08101742214815472,35,63,251.98141564903332
42.25502362650911,-85.63768628146573,15,0.009419564143753932,0.08052022378839718,35,63,251.98193827839384
42.25502362769619,-85.63768628345788,15,0.01022750771163386,0.08041249165466426,35,63,251.98169161244303
42.25502362711993,-85.63768627737878,15,0.009937421945297915,0.08167233612895655,35,63,251.98113778795815
42.25502363000762,-85.63768627105901,15,0.010756672571180029,0.08182549758444184,35,63,251.98180315526
42.25502362211413,-85.63768627551973,15,0.011429996932635434,0.08108250282472011,35,63,251.98067423387602
42.25502362183502,-85.63768627101679,15,0.011925229006937942,0.08105686032731738,35,63,251.98013306091067
42.25502362481869,-85.63768627484401,15,0.011910917241398686,0.08167268913343662,35,63,251.9792682569469
42.255023622327954,-85.6376862697223,15,0.012209822988695131,0.08201055638995414,35,63,251.97926292099692
42.255023631170694,-85.63768626638553,15,0.012917023360245167,0.08181099199712698,35,62,251.97836290108185
42.25502361594906,-85.63768626611385,15,0.013810278213200182,0.08220038753275247,35,62,251.9774990267648
42.25502361440188,-85.63768626975211,15,0.01388002302937991,0.08244197103764718,35,63,251.97776614785883
42.25502362232478,-85.63768626107964,15,0.013715626344376269,0.08257287887106254,35,63,251.97748018528443
42.25502362123634,-85.63768626179875,15,0.014217287811278682,0.0825063528251285,35,63,251.97672776516524
42.255023624614196,-85.63768625735635,15,0.014738810711033435,0.08282889191547632,35,63,251.97725706001603
42.25502361890453,-85.63768625428729,15,0.014370701841009543,0.08195047900517165,35,63,251.97678198771553
42.2550236248717,-85.63768625313551,15,0.014742294147620735,0.08191666335533682,35,63,251.9759403739646
42.25502361645371,-85.6376862538582,15,0.014426462436322857,0.08224739747649677,35,63,251.97573180410345
42.25502361802214,-85.63768624933311,15,0.014849119297500126,0.08197266338326609,35,63,251.97631310827063
42.25502361514857,-85.63768625586977,15,0.015124477502242994,0.08295163197861906,35,63,251.97532504852268
42.255023627013784,-85.63768624705997,15,0.015146897487607723,0.08126239776438218,35,63,251.97580859718295
42.2550236157385,-85.63768624829899,15,0.01484665938919616,0.0810893935843999,35,63,251.9754675039141
42.25502361427196,-85.6376862505364,15,0.01556233224738995,0.08196811561767764,35,63,251.97505750293192
42.25502362046419,-85.6376862472149,15,0.015502989537778844,0.08184659116982045,35,63,251.974872440808
42.25502361775444,-85.6376862471275,15,0.015869586565688466,0.0822233119249583,35,63,251.9753216814806
42.2550236195031,-85.63768624096976,15,0.016122852533724565,0.08158775816748359,35,63,251.97492894369248
42.25502361508073,-85.63768624230016,15,0.01621790014935627,0.08225116803264895,35,63,251.97509788478573
42.25502362111387,-85.63768623959454,15,0.016158261389641347,0.08131502960980566,35,63,251.97478339569005
42.25502361909238,-85.63768623708866,15,0.016531683608705983,0.08148867406544628,35,63,251.9746099623038
42.255023627575845,-85.63768623049414,15,0.015992262525708043,0.08116648836586599,35,63,251.97371702096768
42.25502362665072,-85.63768622494152,15,0.016719267649750694,0.08248387027757004,35,63,251.97352854008776
42.25502362422143,-85.6376862289472,15,0.01661702103565785,0.08123076117970111,35,63,251.97334056837926
42.2550236296063,-85.63768623162697,15,0.016432385044848938,0.08106379977137518,35,63,251.97212724899856
42.25502362382852,-85.63768622727522,15,0.01670648345087295,0.08175247808202338,35,63,251.97237651284232
42.255023628284064,-85.63768622709311,15,0.016713694962363124,0.08145174499720531,35,63,251.9724575290739
42.255023626400224,-85.6376862310957,15,0.017221847800036938,0.08164621409206965,35,63,251.97252500811587
42.25502363443084,-85.63768622511641,15,0.017112058940012442,0.08115411101505035,35,63,251.97226828504736
42.25502363977465,-85.63768622670439,15,0.017335333245088926,0.08182170695307554,35,63,251.97149696780818
42.25502363506077,-85.63768623023232,15,0.01754212462652959,0.081594144372876,35,63,251.9705959588676
42.2550236366842,-85.63768623088895,15,0.018086320478033713,0.08253233580486319,35,63,251.969348490223
42.25502363640537,-85.63768622766725,15,0.018544535344783696,0.0824271066248384,35,63,251.968610895459
42.25502363471404,-85.6376862331745,15,0.018213977105044014,0.08215901512398294,35,63,251.9691374527203
42.255023628568956,-85.6376862346755,15,0.017992836029107846,0.08275848144240529,35,63,251.969527554035
42.25502362709615,-85.63768623889685,15,0.018351952761615237,0.08211458413767894,35,63,251.96890215208305
42.25502363152264,-85.63768623784766,15,0.018366980593539486,0.08260865680539534,35,63,251.9686453559436
42.2550236276574,-85.6376862364605,15,0.01803667851444662,0.08239657315938137,35,63,251.96780062500622
42.25502364080533,-85.63768623559916,15,0.018530102730767842,0.0832901749225966,35,63,251.96826311243922
42.25502364138605,-85.63768624593172,15,0.018399059290355804,0.08388957898645563,35,63,251.9699994599116
42.255023633023185,-85.637686250526,15,0.018107926791208095,0.08336140876777429,35,63,251.96864001500722
42.255023640109094,-85.63768625289418,15,0.018053739850810418,0.0835419067391501,35,63,251.9686893269737
42.25502364559491,-85.63768625607158,15,0.01831960222969164,0.0835117865462483,35,63,251.96894413603306
42.2550236399098,-85.63768625644505,15,0.017865130169926864,0.0833256722701763,35,63,251.96947145492834
42.25502364846909,-85.63768626132058,15,0.017741264566624358,0.08264365524995357,35,63,251.96964843501462
42.25502364686841,-85.63768626538977,15,0.017392908995871773,0.08248329826737716,35,63,251.97061993943308
42.255023653666846,-85.6376862678916,15,0.01747949061737417,0.08297392815439225,35,63,251.9702983628929
42.25502364690187,-85.63768626864501,15,0.017593961845812335,0.08253848233740106,35,63,251.96847685533464
42.255023650608436,-85.63768627189218,15,0.017665041063913,0.08399538454712546,35,63,251.96740073403015
42.25502367197007,-85.63768626803812,15,0.016812374153671886,0.0840592644724191,35,63,251.9672129798864
42.25502366002794,-85.63768627175932,15,0.016433242746648504,0.08312851623699144,35,63,251.96667890931715
42.25502365973424,-85.6376862743613,15,0.01623781502995461,0.0839109239281166,35,63,251.96526948600172
42.25502366626872,-85.63768627676941,15,0.015975609557622766,0.08451800827962683,35,63,251.96458409038067
42.255023668166764,-85.63768627662952,15,0.01594478958209771,0.08388375250789153,35,63,251.9637635497359
42.255023663994116,-85.63768627995846,15,0.015542448758075707,0.08483366921806457,35,63,251.96350417077693
42.25502366086527,-85.63768628500152,15,0.01520664957354925,0.08465443749762047,35,63,251.96307763961437
42.2550236547123,-85.63768628201471,15,0.015000193186338752,0.08540649956961816,35,63,251.96214342772296
42.25502365683018,-85.63768628726103,15,0.014938018898783108,0.08465534788458427,35,63,251.96223787003683
42.25502364422013,-85.63768629964817,15,0.014670055861160505,0.08506361530384958,35,63,251.96120085900563
42.255023642429194,-85.63768629750217,15,0.014988100632990848,0.08743489927385897,35,63,251.96071937737622
42.25502364302667,-85.63768629232433,15,0.014681018562224209,0.0861061364692132,35,63,251.96005906166633
42.2550236486116,-85.63768629545179,15,0.014466297501752563,0.08607262417969307,35,63,251.9597935794527
42.255023648771605,-85.63768630881584,15,0.014267574340138778,0.08679324912527568,35,63,251.9582259472274
42.2550236441032,-85.63768630683143,15,0.01427911871561946,0.08700399321572516,35,63,251.95819744450125
