lat,lon,x,y
42.25503958256016,-85.6376570639718,-4714485.452600035,359643.14978588966
42.25503964187229,-85.63765704451015,-4714485.438703539,359643.15033648815
42.255039678449556,-85.63765704730689,-4714485.428715856,359643.1493431167
42.25503973500219,-85.63765702430302,-4714485.417879832,359643.150420342
42.25503978001961,-85.63765701818397,-4714485.403742562,359643.1498483106
42.255039822231005,-85.63765700506818,-4714485.394779504,359643.1502500573
42.25503987258311,-85.6376569863859,-4714485.38076953,359643.1507274952
42.25503990053385,-85.63765696964236,-4714485.367661853,359643.15111331025
42.25503991304998,-85.63765694077549,-4714485.356784965,359643.1526726544
42.25503994205018,-85.63765690798961,-4714485.343506293,359643.15437312424
42.2550399271507,-85.63765689645986,-4714485.337795398,359643.1548916971
42.255039913829364,-85.63765689419434,-4714485.335921252,359643.1549362278
42.255039884293424,-85.63765688961489,-4714485.333228896,359643.1551098462
42.25503986298064,-85.63765688170164,-4714485.3335376745,359643.1557883184
42.2550398575322,-85.63765688673776,-4714485.328351636,359643.15497590334
42.25503985313872,-85.63765688049652,-4714485.325956096,359643.1553096985
42.255039852300506,-85.63765687936761,-4714485.319013718,359643.1548735319
42.25503984065152,-85.6376568983296,-4714485.3168892665,359643.1531421346
42.25503982885822,-85.63765690961547,-4714485.314627794,359643.1520355764
42.25503982135504,-85.63765691227384,-4714485.313662377,359643.1517419174
42.25503983734295,-85.63765692317006,-4714485.309425973,359643.150516951
42.255039841591106,-85.63765694350441,-4714485.307419186,359643.1486809494
42.25503986123109,-85.63765694809842,-4714485.305616741,359643.1481632396
42.25503987013829,-85.6376569625979,-4714485.306946,359643.1470646344
42.25503990750263,-85.63765697788938,-4714485.304659261,359643.1456246355
42.25503991058592,-85.63765699328664,-4714485.307944567,359643.14460094436
42.25503992949449,-85.63765699731631,-4714485.310189066,359643.144438661
42.25503991664875,-85.63765699070602,-4714485.316212167,359643.1454452129
42.25503992246097,-85.63765699921717,-4714485.320260452,359643.1450496341
42.255039973975414,-85.637657000472,-4714485.317492558,359643.1447346337
42.25503999279367,-85.63765701136602,-4714485.31971179,359643.1440023157
42.25504002617126,-85.63765701673792,-4714485.31678206,359643.14333423175
42.255040077396984,-85.6376570056009,-4714485.313359249,359643.14399484685
42.25504011371087,-85.6376570012656,-4714485.309799653,359643.14408210374
42.25504014277959,-85.63765700250624,-4714485.30940172,359643.1439490691
42.25504017022538,-85.63765698581467,-4714485.309387971,359643.1453294496
42.25504020542399,-85.6376569810304,-4714485.314839784,359643.14614129567
42.25504022917141,-85.63765696597392,-4714485.317809319,359643.147613933
42.25504023376115,-85.63765696777648,-4714485.323026487,359643.14786273934
